Order ID,Purchase Date,Ship Date,Returned,Return Date,Continent,Country,City,Store ID,Store Name,Store Type,Channel,Priority,Payment Method,Promotion ID,Promotion Name,Customer ID,Customer Segment,Loyalty Tier,Salesperson ID,Salesperson Department,Product ID,SKU,Product Name,Category,Subcategory,Brand,Quantity,Unit Cost,Unit Price,Discount Amount,Tax Amount,Shipping Cost,Gross Sales,Net Sales,COGS,Gross Profit 
O901834,2024-03-20,2024-03-26,No,,North America,United States,New York,S010,Everyday Store - New York,Warehouse,Online,Normal,Card,CLEARANCE15,Clearance 15%,C01138,Family,Bronze,E0019,Customer Care,P0116,SKU-100115,Bosch Appliances Value,Home,Appliances,Bosch,2,1070,1402,477,186,0,2804,2327,2140,187
O901835,2024-12-09,,No,,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,In-Store,Normal,Card,BUNDLE12,Bundle 12%,C00820,Family,Bronze,E0057,Upgrades,P0125,SKU-100124,Logitech Accessories Basic,Electronics,Accessories,Logitech,1,1064,1675,251,114,0,1675,1424,1064,360
O901836,2024-12-12,,No,,Africa,South Africa,Pretoria,S004,Tech & Home - Pretoria,Warehouse,In-Store,Low,Finance,CLEARANCE15,Clearance 15%,C00284,Business,Silver,E0020,New Sales,P0018,SKU-100017,Lenovo Tablets Max,Electronics,Tablets,Lenovo,2,532,686,274,165,0,1372,1098,1064,34
O901837,2024-08-19,,Yes,2024-09-14,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,In-Store,Normal,Finance,BUNDLE12,Bundle 12%,C00519,Family,None,E0070,Customer Care,P0100,SKU-100099,Anker Accessories Basic,Electronics,Accessories,Anker,3,813,1463,658,560,0,4389,3731,2439,1292
O901838,2024-04-15,,No,,Europe,United Kingdom,London,S017,ValueMart - London,High Street,In-Store,Low,EFT,NONE,No Promotion,C01107,Family,Silver,E0052,Corporate,P0043,SKU-100042,LG Appliances Premium,Home,Appliances,LG,2,144,199,8,31,0,398,390,288,102
O901839,2024-07-08,2024-07-12,No,,North America,United States,New York,S009,ValueMart - New York,Warehouse,Online,Low,Card,NONE,No Promotion,C00586,Family,None,E0056,Corporate,P0156,SKU-100155,Anker Accessories Pro,Electronics,Accessories,Anker,2,1383,2280,0,365,45,4560,4560,2766,1794
O901840,2024-11-30,2024-12-07,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,Online,Normal,Finance,NONE,No Promotion,C00757,Business,Bronze,E0012,Customer Care,P0067,SKU-100066,Tefal Kitchen Premium,Home,Kitchen,Tefal,1,95,128,3,19,0,128,125,95,30
O901841,2024-10-03,2024-10-04,No,,Africa,South Africa,Pretoria,S004,Tech & Home - Pretoria,Warehouse,Online,Normal,Finance,BUNDLE12,Bundle 12%,C00707,Budget,None,E0068,Corporate,P0122,SKU-100121,Bosch Cleaning Eco,Home,Cleaning,Bosch,2,227,285,97,71,30,570,473,454,19
O901842,2024-06-27,,No,,Africa,South Africa,Cape Town,S002,Everyday Store - Cape Town,Outlet,In-Store,Normal,Card,LOYALTY5,Loyalty 5%,C00523,Business,Silver,E0009,New Sales,P0074,SKU-100073,Local Women Standard (L),Clothing,Women,Local,2,60,86,17,23,0,172,155,120,35
O901843,2024-04-21,2024-04-25,No,,Africa,Kenya,Mombasa,S007,Tech & Home - Mombasa,Warehouse,Online,Normal,Card,CLEARANCE15,Clearance 15%,C00392,Family,None,E0067,New Sales,P0085,SKU-100084,Local Kids Standard (L),Clothing,Kids,Local,2,60,73,25,18,45,146,121,120,1
O901844,2024-05-24,2024-05-28,No,,Africa,Kenya,Mombasa,S007,Tech & Home - Mombasa,Warehouse,Partner,Normal,Card,LOYALTY5,Loyalty 5%,C00025,Student,Bronze,E0014,New Sales,P0011,SKU-100010,Google Phones Basic,Electronics,Phones,Google,2,1293,1747,349,472,0,3494,3145,2586,559
O901845,2024-07-26,2024-07-31,No,,Africa,South Africa,Durban,S003,Everyday Store - Durban,Mall,Online,Normal,Wallet,BUNDLE12,Bundle 12%,C00077,Budget,None,E0020,New Sales,P0156,SKU-100155,Anker Accessories Pro,Electronics,Accessories,Anker,3,1383,2280,821,903,80,6840,6019,4149,1870
O901846,2024-09-21,,No,,Africa,South Africa,Pretoria,S004,Tech & Home - Pretoria,Warehouse,In-Store,Normal,Finance,NONE,No Promotion,C00192,Family,Bronze,E0014,New Sales,P0112,SKU-100111,Logitech Accessories Max,Electronics,Accessories,Logitech,2,1222,1667,0,500,0,3334,3334,2444,890
O901847,2024-04-11,2024-04-13,No,,Europe,United Kingdom,London,S016,Everyday Store - London,Mall,Online,Normal,EFT,LOYALTY5,Loyalty 5%,C00899,Family,Silver,E0046,Customer Care,P0099,SKU-100098,Apple Tablets Pro,Electronics,Tablets,Apple,1,927,1191,60,90,60,1191,1131,927,204
O901848,2024-02-04,,No,,Africa,South Africa,Johannesburg,S001,ValueMart - Johannesburg,High Street,In-Store,Normal,Card,CLEARANCE15,Clearance 15%,C01099,Student,Silver,E0027,Customer Care,P0086,SKU-100085,Apple Tablets Air,Electronics,Tablets,Apple,2,1197,1644,592,404,0,3288,2696,2394,302
O901849,2024-12-01,,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,In-Store,Normal,Card,BUNDLE12,Bundle 12%,C00757,Business,Bronze,E0032,New Sales,P0140,SKU-100139,Local Household Eco,Grocery,Household,Local,2,21,38,9,10,0,76,67,42,25
O901850,2024-10-13,,No,,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,In-Store,Normal,EFT,NONE,No Promotion,C00291,Family,Gold,E0013,Corporate,P0103,SKU-100102,Asus Laptops Plus,Electronics,Laptops,Asus,1,1103,1452,29,114,0,1452,1423,1103,320
O901851,2024-04-13,2024-04-14,No,,North America,United States,New York,S009,ValueMart - New York,Warehouse,Online,Normal,Card,BUNDLE12,Bundle 12%,C00877,Family,None,E0063,Customer Care,P0109,SKU-100108,Google Phones Max,Electronics,Phones,Google,4,1160,1948,1091,536,30,7792,6701,4640,2061
O901852,2024-05-10,,No,,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,In-Store,Normal,Card,NONE,No Promotion,C00981,Student,Silver,E0050,Customer Care,P0046,SKU-100045,Dell Laptops Max,Electronics,Laptops,Dell,1,620,745,15,58,0,745,730,620,110
O901853,2024-02-24,2024-02-26,No,,Africa,South Africa,Cape Town,S002,Everyday Store - Cape Town,Outlet,Online,Normal,Card,BUNDLE12,Bundle 12%,C00656,Student,None,E0017,New Sales,P0043,SKU-100042,LG Appliances Premium,Home,Appliances,LG,4,144,199,119,102,0,796,677,576,101
O901854,2024-08-21,,No,,Africa,South Africa,Johannesburg,S001,ValueMart - Johannesburg,High Street,In-Store,Low,EFT,WEEKEND10,Weekend 10%,C01156,Student,Bronze,E0061,New Sales,P0138,SKU-100137,Local Beverages Value,Grocery,Beverages,Local,4,5,7,4,4,0,28,24,20,4
O901855,2024-03-02,,No,,Africa,Kenya,Nairobi,S006,Everyday Store - Nairobi,High Street,In-Store,Normal,EFT,BUNDLE12,Bundle 12%,C00974,Family,None,E0061,New Sales,P0124,SKU-100123,Acer Laptops Air,Electronics,Laptops,Acer,4,833,1098,615,567,0,4392,3777,3332,445
O901856,2024-02-01,2024-02-02,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,Partner,Normal,Card,WEEKEND10,Weekend 10%,C00985,Business,Silver,E0065,Corporate,P0178,SKU-100177,Local Snacks Eco,Grocery,Snacks,Local,1,16,28,3,4,60,28,25,16,9
O901857,2024-12-13,,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,In-Store,Normal,Card,CLEARANCE15,Clearance 15%,C00289,Business,None,E0025,New Sales,P0072,SKU-100071,Lenovo Laptops Basic,Electronics,Laptops,Lenovo,1,1294,1564,282,192,0,1564,1282,1294,-12
O901858,2024-08-31,2024-09-01,No,,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,Partner,Normal,EFT,BUNDLE12,Bundle 12%,C00193,Family,Bronze,E0055,Corporate,P0121,SKU-100120,Local Kids Premium (S),Clothing,Kids,Local,1,84,133,20,9,60,133,113,84,29
O901859,2024-07-12,,No,,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,In-Store,Normal,Card,WEEKEND10,Weekend 10%,C00933,Budget,None,E0053,Customer Care,P0104,SKU-100103,Local Snacks Premium,Grocery,Snacks,Local,2,12,21,4,3,0,42,38,24,14
O901860,2024-03-11,,No,,North America,United States,New York,S009,ValueMart - New York,Warehouse,In-Store,Normal,Finance,LOYALTY5,Loyalty 5%,C00036,Family,None,E0047,Corporate,P0005,SKU-100004,Anker Accessories Pro,Electronics,Accessories,Anker,3,502,818,172,183,0,2454,2282,1506,776
O901861,2024-05-12,,No,,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,In-Store,Low,Card,BUNDLE12,Bundle 12%,C00411,Business,Bronze,E0024,Customer Care,P0160,SKU-100159,Dyson Cleaning Value,Home,Cleaning,Dyson,1,1194,1420,170,100,0,1420,1250,1194,56
O901862,2024-06-20,2024-06-24,Yes,2024-07-13,North America,United States,Chicago,S012,Main Street Retail - Chicago,Outlet,Online,Normal,Card,NONE,No Promotion,C00583,Enterprise,Silver,E0062,New Sales,P0178,SKU-100177,Local Snacks Eco,Grocery,Snacks,Local,1,16,28,1,2,80,28,27,16,11
O901863,2024-01-16,2024-01-21,No,,Africa,South Africa,Pretoria,S004,Tech & Home - Pretoria,Warehouse,Online,Normal,Finance,LOYALTY5,Loyalty 5%,C00142,Student,None,E0051,New Sales,P0012,SKU-100011,Samsung Appliances Value,Home,Appliances,Samsung,1,540,857,60,120,0,857,797,540,257
O901864,2024-04-14,2024-04-16,No,,Africa,Kenya,Mombasa,S007,Tech & Home - Mombasa,Warehouse,Online,High,Card,BUNDLE12,Bundle 12%,C00536,Student,Gold,E0060,New Sales,P0172,SKU-100171,Anker Accessories Basic,Electronics,Accessories,Anker,1,654,985,167,123,45,985,818,654,164
O901865,2024-02-16,,No,,North America,United States,Chicago,S012,Main Street Retail - Chicago,Outlet,In-Store,Normal,Card,CLEARANCE15,Clearance 15%,C00183,Budget,Silver,E0024,Customer Care,P0126,SKU-100125,Tefal Kitchen Standard,Home,Kitchen,Tefal,4,496,597,430,157,0,2388,1958,1984,-26
O901866,2024-04-16,2024-04-17,No,,Europe,United Kingdom,London,S017,ValueMart - London,High Street,Online,Low,Card,WEEKEND10,Weekend 10%,C00794,Enterprise,None,E0037,Corporate,P0106,SKU-100105,Samsung Tablets Pro,Electronics,Tablets,Samsung,3,1692,2241,874,468,60,6723,5849,5076,773
O901867,2024-10-30,,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,In-Store,High,Card,LOYALTY5,Loyalty 5%,C00291,Family,Gold,E0040,New Sales,P0133,SKU-100132,Belkin Accessories Air,Electronics,Accessories,Belkin,1,931,1462,73,208,0,1462,1389,931,458
O901868,2024-12-07,2024-12-13,No,,Africa,South Africa,Cape Town,S002,Everyday Store - Cape Town,Outlet,Online,Low,EFT,NONE,No Promotion,C00290,Business,Silver,E0003,New Sales,P0009,SKU-100008,Apple Tablets Basic,Electronics,Tablets,Apple,4,1395,2251,180,1324,60,9004,8824,5580,3244
O901869,2024-07-24,,No,,Africa,South Africa,Johannesburg,S001,ValueMart - Johannesburg,High Street,In-Store,High,Card,WEEKEND10,Weekend 10%,C00693,Budget,Gold,E0036,Customer Care,P0144,SKU-100143,Belkin Accessories Basic,Electronics,Accessories,Belkin,3,824,1431,429,580,0,4293,3864,2472,1392
O901870,2024-12-30,2025-01-06,No,,Africa,Kenya,Mombasa,S007,Tech & Home - Mombasa,Warehouse,Online,Normal,Finance,NONE,No Promotion,C00656,Student,None,E0054,Corporate,P0061,SKU-100060,Apple Phones Basic,Electronics,Phones,Apple,4,1538,2340,0,1404,30,9360,9360,6152,3208
O901871,2024-08-15,2024-08-20,No,,Africa,South Africa,Cape Town,S002,Everyday Store - Cape Town,Outlet,Online,Low,Card,NONE,No Promotion,C00108,Student,Silver,E0068,Corporate,P0010,SKU-100009,Apple Phones Pro,Electronics,Phones,Apple,3,550,833,50,367,0,2499,2449,1650,799
O901872,2024-05-22,2024-05-23,No,,Europe,United Kingdom,Manchester,S018,ValueMart - Manchester,High Street,Online,Normal,Finance,BUNDLE12,Bundle 12%,C00356,Budget,Bronze,E0068,Corporate,P0012,SKU-100011,Samsung Appliances Value,Home,Appliances,Samsung,2,540,857,206,121,45,1714,1508,1080,428
O901873,2024-08-01,2024-08-05,No,,Africa,South Africa,Cape Town,S002,Everyday Store - Cape Town,Outlet,Partner,Normal,EFT,LOYALTY5,Loyalty 5%,C00472,Business,Bronze,E0007,Upgrades,P0160,SKU-100159,Dyson Cleaning Value,Home,Cleaning,Dyson,1,1194,1420,114,196,0,1420,1306,1194,112
O901874,2024-09-23,,No,,Europe,United Kingdom,Birmingham,S021,Main Street Retail - Birmingham,High Street,In-Store,Normal,Card,CLEARANCE15,Clearance 15%,C01049,Budget,Silver,E0011,Customer Care,P0007,SKU-100006,Samsung Phones Max,Electronics,Phones,Samsung,1,938,1598,320,102,0,1598,1278,938,340
O901875,2024-04-22,2024-04-23,No,,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,Online,High,Wallet,CLEARANCE15,Clearance 15%,C00526,Student,None,E0059,New Sales,P0179,SKU-100178,Google Phones Air,Electronics,Phones,Google,1,1497,2370,474,152,0,2370,1896,1497,399
O901876,2024-05-28,2024-05-30,No,,Africa,Kenya,Kisumu,S008,Tech & Home - Kisumu,Warehouse,Partner,Normal,Card,BUNDLE12,Bundle 12%,C00887,Family,Bronze,E0064,New Sales,P0003,SKU-100002,Asus Laptops Plus,Electronics,Laptops,Asus,2,1464,1966,472,519,0,3932,3460,2928,532
O901877,2024-11-27,,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,In-Store,High,Card,NONE,No Promotion,C00865,Family,Bronze,E0030,Corporate,P0171,SKU-100170,Local Kids Value (L),Clothing,Kids,Local,1,50,74,2,11,0,74,72,50,22
O901878,2024-12-02,,No,,North America,United States,Los Angeles,S014,Tech & Home - Los Angeles,Mall,In-Store,High,Card,BUNDLE12,Bundle 12%,C00202,Enterprise,None,E0066,Upgrades,P0123,SKU-100122,Samsung Phones Pro,Electronics,Phones,Samsung,2,402,528,127,74,0,1056,929,804,125
O901879,2024-12-01,2024-12-05,No,,Africa,Kenya,Kisumu,S008,Tech & Home - Kisumu,Warehouse,Online,Low,EFT,LOYALTY5,Loyalty 5%,C01116,Family,Bronze,E0068,Corporate,P0111,SKU-100110,Apple Phones Plus,Electronics,Phones,Apple,2,1827,2201,220,627,30,4402,4182,3654,528
O901880,2024-10-18,,No,,Africa,Kenya,Nairobi,S006,Everyday Store - Nairobi,High Street,In-Store,Normal,Wallet,WEEKEND10,Weekend 10%,C00886,Budget,Silver,E0056,Corporate,P0109,SKU-100108,Google Phones Max,Electronics,Phones,Google,3,1160,1948,760,763,0,5844,5084,3480,1604
O901881,2024-12-31,,No,,Africa,South Africa,Durban,S003,Everyday Store - Durban,Mall,In-Store,Normal,Finance,BUNDLE12,Bundle 12%,C00666,Business,None,E0022,Customer Care,P0102,SKU-100101,Samsung Tablets Basic,Electronics,Tablets,Samsung,2,1055,1772,425,468,0,3544,3119,2110,1009
O901882,2024-11-14,2024-11-18,No,,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,Online,Normal,Card,WEEKEND10,Weekend 10%,C00496,Business,Bronze,E0041,New Sales,P0150,SKU-100149,Samsung Appliances Standard,Home,Appliances,Samsung,2,854,1025,266,143,60,2050,1784,1708,76
O901883,2024-07-08,,No,,Europe,United Kingdom,Birmingham,S020,Tech & Home - Birmingham,High Street,In-Store,High,Wallet,BUNDLE12,Bundle 12%,C00779,Business,Silver,E0038,Customer Care,P0127,SKU-100126,LG Appliances Value,Home,Appliances,LG,3,167,231,83,49,0,693,610,501,109
O901884,2024-09-04,,No,,Africa,South Africa,Durban,S003,Everyday Store - Durban,Mall,In-Store,Normal,Finance,BUNDLE12,Bundle 12%,C00256,Business,Silver,E0057,Upgrades,P0075,SKU-100074,Local Beverages Eco,Grocery,Beverages,Local,2,21,37,9,10,0,74,65,42,23
O901885,2024-02-11,,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,In-Store,Normal,Card,NONE,No Promotion,C00722,Budget,None,E0051,New Sales,P0152,SKU-100151,Anker Accessories Plus,Electronics,Accessories,Anker,3,1026,1435,86,633,0,4305,4219,3078,1141
O901886,2024-10-31,,No,,Africa,South Africa,Cape Town,S002,Everyday Store - Cape Town,Outlet,In-Store,Normal,Card,WEEKEND10,Weekend 10%,C00740,Student,Silver,E0006,New Sales,P0015,SKU-100014,Philips Cleaning Premium,Home,Cleaning,Philips,3,995,1422,640,544,0,4266,3626,2985,641
O901887,2024-03-13,2024-03-18,No,,Europe,United Kingdom,Manchester,S018,ValueMart - Manchester,High Street,Partner,Normal,EFT,NONE,No Promotion,C00716,Business,Bronze,E0060,New Sales,P0126,SKU-100125,Tefal Kitchen Standard,Home,Kitchen,Tefal,1,496,597,0,48,30,597,597,496,101
O901888,2024-09-09,2024-09-12,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,Online,Normal,Card,NONE,No Promotion,C00028,Family,None,E0009,New Sales,P0088,SKU-100087,Local Household Value,Grocery,Household,Local,2,10,17,1,5,30,34,33,20,13
O901889,2024-04-17,,Yes,2024-04-23,Europe,United Kingdom,Birmingham,S020,Tech & Home - Birmingham,High Street,In-Store,Normal,Wallet,NONE,No Promotion,C00306,Family,Silver,E0024,Customer Care,P0089,SKU-100088,Samsung Phones Pro,Electronics,Phones,Samsung,4,766,1187,237,361,0,4748,4511,3064,1447
O901890,2024-03-29,,No,,Africa,South Africa,Cape Town,S002,Everyday Store - Cape Town,Outlet,In-Store,Normal,Card,LOYALTY5,Loyalty 5%,C01021,Enterprise,None,E0026,Customer Care,P0004,SKU-100003,LG Appliances Eco,Home,Appliances,LG,2,72,93,9,27,0,186,177,144,33
O901891,2024-01-13,,No,,Europe,United Kingdom,Manchester,S019,Everyday Store - Manchester,Mall,In-Store,Normal,Wallet,CLEARANCE15,Clearance 15%,C00745,Business,Bronze,E0031,Upgrades,P0116,SKU-100115,Bosch Appliances Value,Home,Appliances,Bosch,3,1070,1402,757,276,0,4206,3449,3210,239
O901892,2024-07-27,,No,,Africa,South Africa,Durban,S003,Everyday Store - Durban,Mall,In-Store,Normal,EFT,LOYALTY5,Loyalty 5%,C00568,Family,None,E0040,New Sales,P0165,SKU-100164,Local Household Value,Grocery,Household,Local,3,9,12,3,5,0,36,33,27,6
O901893,2024-04-22,,No,,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,In-Store,High,Card,CLEARANCE15,Clearance 15%,C01010,Business,None,E0027,Customer Care,P0139,SKU-100138,Local Kids Eco (S),Clothing,Kids,Local,1,20,33,5,2,0,33,28,20,8
O901894,2024-09-20,2024-09-22,No,,Europe,United Kingdom,Birmingham,S021,Main Street Retail - Birmingham,High Street,Online,High,Card,WEEKEND10,Weekend 10%,C01125,Family,Gold,E0069,New Sales,P0110,SKU-100109,Google Phones Air,Electronics,Phones,Google,2,1449,2086,501,294,45,4172,3671,2898,773
O901895,2024-04-20,2024-04-24,No,,Africa,Kenya,Kisumu,S008,Tech & Home - Kisumu,Warehouse,Online,Normal,Wallet,CLEARANCE15,Clearance 15%,C00724,Business,None,E0055,Corporate,P0170,SKU-100169,Anker Accessories Air,Electronics,Accessories,Anker,4,470,823,658,395,60,3292,2634,1880,754
O901896,2024-11-07,,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,In-Store,High,Card,WEEKEND10,Weekend 10%,C00944,Family,None,E0061,New Sales,P0008,SKU-100007,Local Men Eco (L),Clothing,Men,Local,1,44,59,6,8,0,59,53,44,9
O901897,2024-08-08,2024-08-13,No,,Europe,United Kingdom,Birmingham,S021,Main Street Retail - Birmingham,High Street,Online,Normal,EFT,BUNDLE12,Bundle 12%,C01149,Family,Silver,E0028,New Sales,P0105,SKU-100104,Google Phones Max,Electronics,Phones,Google,4,1092,1312,630,369,45,5248,4618,4368,250
O901898,2024-05-17,2024-05-21,No,,North America,United States,New York,S010,Everyday Store - New York,Warehouse,Partner,Low,Cash,NONE,No Promotion,C00123,Budget,Gold,E0047,Corporate,P0082,SKU-100081,Belkin Accessories Basic,Electronics,Accessories,Belkin,1,965,1432,0,115,60,1432,1432,965,467
O901899,2024-09-07,2024-09-09,No,,North America,United States,New York,S009,ValueMart - New York,Warehouse,Online,High,Card,CLEARANCE15,Clearance 15%,C00402,Family,Silver,E0006,New Sales,P0045,SKU-100044,Dyson Cleaning Standard,Home,Cleaning,Dyson,1,642,1120,190,74,80,1120,930,642,288
O901900,2024-06-28,,No,,Africa,South Africa,Johannesburg,S001,ValueMart - Johannesburg,High Street,In-Store,Normal,Card,CLEARANCE15,Clearance 15%,C01152,Budget,None,E0004,Upgrades,P0062,SKU-100061,Local Household Eco,Grocery,Household,Local,1,30,37,6,5,0,37,31,30,1
O901901,2024-06-08,,No,,Europe,United Kingdom,Birmingham,S021,Main Street Retail - Birmingham,High Street,In-Store,Normal,Card,CLEARANCE15,Clearance 15%,C00615,Student,None,E0044,Customer Care,P0002,SKU-100001,Local Household Value,Grocery,Household,Local,1,2,4,1,0,0,4,3,2,1
O901902,2024-06-18,2024-06-20,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,Online,Normal,EFT,NONE,No Promotion,C00543,Family,Silver,E0030,Corporate,P0119,SKU-100118,Local Kids Eco (L),Clothing,Kids,Local,4,79,126,0,76,0,504,504,316,188
O901903,2024-08-23,2024-08-30,No,,North America,United States,Chicago,S012,Main Street Retail - Chicago,Outlet,Partner,Normal,Card,BUNDLE12,Bundle 12%,C00060,Business,Silver,E0036,Customer Care,P0148,SKU-100147,Apple Tablets Max,Electronics,Tablets,Apple,1,1749,2303,345,157,45,2303,1958,1749,209
O901904,2024-09-27,2024-09-29,No,,North America,United States,Seattle,S013,Tech & Home - Seattle,Mall,Online,Normal,Card,CLEARANCE15,Clearance 15%,C00705,Business,None,E0015,Customer Care,P0047,SKU-100046,Bosch Cleaning Standard,Home,Cleaning,Bosch,3,774,1348,687,269,80,4044,3357,2322,1035
O901905,2024-10-26,2024-10-28,No,,Africa,South Africa,Durban,S003,Everyday Store - Durban,Mall,Online,Normal,Wallet,NONE,No Promotion,C00884,Business,Bronze,E0006,New Sales,P0067,SKU-100066,Tefal Kitchen Premium,Home,Kitchen,Tefal,1,95,128,4,19,45,128,124,95,29
O901906,2024-01-17,2024-01-24,No,,North America,United States,New York,S010,Everyday Store - New York,Warehouse,Online,Normal,Card,LOYALTY5,Loyalty 5%,C00733,Family,Bronze,E0041,New Sales,P0089,SKU-100088,Samsung Phones Pro,Electronics,Phones,Samsung,1,766,1187,59,90,60,1187,1128,766,362
O901907,2024-03-12,,No,,Africa,South Africa,Pretoria,S004,Tech & Home - Pretoria,Warehouse,In-Store,Low,Card,NONE,No Promotion,C00934,Business,Gold,E0026,Customer Care,P0107,SKU-100106,Local Household Eco,Grocery,Household,Local,4,24,36,3,21,0,144,141,96,45
O901908,2024-01-15,,No,,North America,United States,Chicago,S012,Main Street Retail - Chicago,Outlet,In-Store,Normal,Card,CLEARANCE15,Clearance 15%,C00342,Family,None,E0055,Corporate,P0109,SKU-100108,Google Phones Max,Electronics,Phones,Google,2,1160,1948,779,249,0,3896,3117,2320,797
O901909,2024-10-19,,No,,Europe,United Kingdom,Birmingham,S021,Main Street Retail - Birmingham,High Street,In-Store,Low,EFT,NONE,No Promotion,C00804,Family,None,E0021,New Sales,P0114,SKU-100113,Apple Phones Pro,Electronics,Phones,Apple,1,1677,2302,115,175,0,2302,2187,1677,510
O901910,2024-01-31,2024-02-03,No,,Africa,Kenya,Kisumu,S008,Tech & Home - Kisumu,Warehouse,Partner,Normal,Card,CLEARANCE15,Clearance 15%,C00482,Family,None,E0044,Customer Care,P0006,SKU-100005,Local Snacks Value,Grocery,Snacks,Local,1,5,8,2,1,45,8,6,5,1
O901911,2024-03-29,,No,,Europe,United Kingdom,Manchester,S018,ValueMart - Manchester,High Street,In-Store,Low,EFT,WEEKEND10,Weekend 10%,C00257,Family,Bronze,E0054,Corporate,P0037,SKU-100036,Local Snacks Premium,Grocery,Snacks,Local,4,9,14,7,4,0,56,49,36,13
O901912,2024-12-02,,No,,Europe,United Kingdom,London,S017,ValueMart - London,High Street,In-Store,High,Card,WEEKEND10,Weekend 10%,C01087,Enterprise,Silver,E0005,Corporate,P0143,SKU-100142,Dell Laptops Pro,Electronics,Laptops,Dell,1,1018,1343,134,97,0,1343,1209,1018,191
O901913,2024-03-30,,No,,Europe,United Kingdom,Birmingham,S020,Tech & Home - Birmingham,High Street,In-Store,Low,Wallet,WEEKEND10,Weekend 10%,C00821,Business,Silver,E0039,Customer Care,P0063,SKU-100062,Samsung Tablets Plus,Electronics,Tablets,Samsung,4,1974,2499,1000,720,0,9996,8996,7896,1100
O901914,2024-02-02,,No,,Africa,South Africa,Pretoria,S005,ValueMart - Pretoria,Warehouse,In-Store,Normal,Card,CLEARANCE15,Clearance 15%,C00741,Business,None,E0048,Customer Care,P0121,SKU-100120,Local Kids Premium (S),Clothing,Kids,Local,1,84,133,23,16,0,133,110,84,26
O901915,2024-11-27,2024-11-30,No,,North America,United States,New York,S010,Everyday Store - New York,Warehouse,Online,Normal,Card,BUNDLE12,Bundle 12%,C00530,Student,Bronze,E0025,New Sales,P0161,SKU-100160,Apple Phones Air,Electronics,Phones,Apple,2,1283,1918,537,264,30,3836,3299,2566,733
O901916,2024-01-09,,No,,Africa,South Africa,Durban,S003,Everyday Store - Durban,Mall,In-Store,Low,EFT,WEEKEND10,Weekend 10%,C00322,Budget,Silver,E0062,New Sales,P0010,SKU-100009,Apple Phones Pro,Electronics,Phones,Apple,2,550,833,250,212,0,1666,1416,1100,316
O901917,2024-08-19,2024-08-21,No,,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,Online,Normal,Finance,NONE,No Promotion,C00260,Business,Silver,E0050,Customer Care,P0155,SKU-100154,Philips Cleaning Premium,Home,Cleaning,Philips,2,707,994,60,154,30,1988,1928,1414,514
O901918,2024-02-20,,No,,Europe,United Kingdom,Birmingham,S020,Tech & Home - Birmingham,High Street,In-Store,Low,Wallet,BUNDLE12,Bundle 12%,C00110,Budget,Silver,E0065,Corporate,P0022,SKU-100021,Logitech Accessories Max,Electronics,Accessories,Logitech,2,423,506,121,71,0,1012,891,846,45
O901919,2024-01-14,2024-01-17,No,,Africa,South Africa,Durban,S003,Everyday Store - Durban,Mall,Online,Normal,Card,BUNDLE12,Bundle 12%,C00907,Family,Gold,E0028,New Sales,P0083,SKU-100082,Bosch Appliances Value,Home,Appliances,Bosch,2,731,1092,328,278,30,2184,1856,1462,394
O901920,2024-02-11,2024-02-14,No,,North America,United States,Los Angeles,S015,Main Street Retail - Los Angeles,Warehouse,Online,Normal,EFT,CLEARANCE15,Clearance 15%,C00599,Family,Bronze,E0045,Upgrades,P0165,SKU-100164,Local Household Value,Grocery,Household,Local,1,9,12,2,1,30,12,10,9,1
O901921,2024-05-04,2024-05-09,No,,Africa,South Africa,Johannesburg,S001,ValueMart - Johannesburg,High Street,Online,Normal,Card,BUNDLE12,Bundle 12%,C00013,Budget,Silver,E0017,New Sales,P0046,SKU-100045,Dell Laptops Max,Electronics,Laptops,Dell,2,620,745,179,197,60,1490,1311,1240,71
